114.769997	14.51
118.360001	14.99
119.059998	14.95
114.459999	14.55
113.580002	14.51
113.830002	14.59
112.32	14.34
110.57	14.17
109.25	13.95
108.089996	13.62
108.050003	13.67
106.949997	13.59
106.540001	13.57
107.690002	13.81
107.290001	13.82
106.080002	13.58
105	13.38
105.489998	13.46
105.370003	13.48
103.980003	13.36
104.080002	13.24
103.019997	13.19
104.720001	13.49
104.209999	13.17
104.739998	13.22
105.68	13.3
106.150002	13.62
104.669998	13.36
103.18	13.31
102.889999	13.19
101.459999	13.19
101.419998	13.21
102.199997	13.27
102.269997	13.29
103.050003	13.69
102.309998	13.62
102.610001	13.59
103.150002	13.59
102.040001	13.43
100.5	13.08
102.75	13.49
101.519997	13.11
101.790001	13.06
103.110001	13.3
102.550003	13.45
102.639999	13.49
102.839996	13.51
102.669998	13.62
104.019997	13.87
101.760002	13.46
100.690002	13.37
102.279999	13.51
101.919998	13.44
101.25	13.46
102.459999	13.52
102.940002	13.51
102.260002	13.45
103.089996	13.5
103.559998	13.62
102.43	13.52
102.339996	13.55
103.709999	13.6
103.559998	13.59
103.849998	13.64
103.830002	13.64
104.18	13.76
104.400002	13.89
104.099998	14.08
105.639999	14.3
105.970001	14.38
106.980003	14.58
108.589996	14.72
109.300003	14.8
109.720001	14.88
110.779999	15.26
111.68	15.13
111.43	15.11
111.5	15.12
111.690002	15.11
111.730003	14.99
112.730003	15.19
112.019997	15.11
112.489998	15.28
113.290001	15.39
113.809998	15.42
111.860001	15.16
111.309998	15.13
110.870003	15.12
109.139999	14.99
109.699997	15.29
109.860001	15.07
108.769997	14.89
108.989998	14.55
106.730003	13.9
106.860001	13.87
107.980003	13.97
108.419998	13.94
109.809998	14.4
110.489998	14.44
108.220001	14.12
107.790001	14.14
108.529999	14.49
109.209999	14.47
108.410004	14.42
107.309998	14.22
105.900002	13.77
106.220001	13.79
106.160004	13.95
106.379997	13.99
106.129997	13.93
107.519997	14.12
107.489998	13.92
107.839996	14.02
108.620003	14.02
109.199997	13.94
108.82	13.99
108.699997	13.92
107.730003	13.8
107.669998	13.56
109.160004	13.99
110.529999	14.13
111.129997	14.61
110.440002	14.78
108.550003	14.57
107.110001	14.21
107.129997	14.63
106.849998	14.55
106.860001	14.71
107.75	14.82
106.260002	14.64
105.720001	14.54
104.650002	14.11
104.389999	13.99
103.93	13.95
104.309998	13.92
104.099998	13.87
104.93	14.08
104.269997	14.09
105.169998	14.15
105.019997	14.02
104.860001	13.92
105.349998	14.02
104.330002	14
104.800003	14.14
105.370003	14.14
105.699997	14.05
108.650002	14.23
109.760002	14.35
110.160004	14.43
110.739998	14.7
110.989998	14.81
111.489998	14.88
111.360001	14.76
111.089996	14.46
110.760002	14.43
112.059998	14.99
111.760002	14.95
111.980003	14.9
112.370003	15.03
113.07	15.03
112.559998	15.11
112.440002	15.17
112.589996	15.19
112.889999	15.14
113.639999	15.49
115.120003	15.42
115.32	15.46
113.849998	15.45
113.32	15.32
113.730003	15.4
113.230003	15.25
113.260002	15.33
113.779999	15.32
112.82	15.29
112.57	15.32
112.239998	15.39
112.839996	15.48
113.639999	15.83
114.459999	16.07
114	16
114.099998	15.99
114.019997	15.97
113.889999	15.96
113.910004	16.02
115.599998	16.34
115.690002	16.389999
116.080002	16.370001
115.889999	16.379999
117.519997	16.889999
117.529999	16.75
117.18	16.65
116.550003	16.35
114.5	15.81
113.529999	15.57
113.970001	15.76
113.419998	15.6
114.360001	15.77
114.419998	15.81
114.099998	15.7
113.080002	15.47
113.470001	15.43
115.510002	15.81
116.330002	15.87
115.330002	15.66
113.050003	15.06
114.660004	15.21
113.830002	15.11
115.379997	15.32
114.720001	15.29
115.599998	15.56
115.029999	15.57
115.43	15.63
114.440002	15.51
115.139999	15.6
115.970001	15.77
114.669998	15.51
115.470001	15.81
116.110001	16.15
116.690002	16.27
115.279999	16.02
115.599998	16.23
113.660004	15.93
113.75	15.98
115.059998	16.219999
115.480003	16.299999
114.730003	16.24
114.57	16.280001
114.290001	16.299999
113.57	16
112.290001	15.44
112.370003	15.36
110.209999	14.9
110.809998	14.99
110.879997	14.9
110.720001	14.92
110.75	14.84
111.419998	15.02
111.970001	15.1
111.860001	15.19
115	15.53
115.110001	15.49
115.470001	15.58
115.68	15.66
116.160004	15.87
116.07	15.84
115.699997	15.83
115.260002	15.56
115.43	15.63
115.279999	15.54
115.940002	15.7
116.339996	15.75
116.010002	15.83
117.980003	16.540001
117.339996	16.15
117.07	16.08
118.470001	16.190001
119.169998	16.32
118.639999	16.030001
121.790001	16.58
121.580002	16.629999
121.050003	16.549999
122.419998	16.469999
123.449997	16.540001
120.760002	16.24
123.419998	17.23
124.400002	17.33
122.989998	17.129999
124.230003	17.51
125.230003	17.610001
124.230003	17.370001
124.199997	17.18
122.519997	16.950001
120.940002	16.15
117.970001	16.129999
118.160004	16.290001
118.559998	15.87
117.260002	15.77
115.940002	15.64
116.43	15.85
117.120003	15.83
115.800003	15.5
114.080002	15.11
113.580002	15.06
115.199997	15.58
113.669998	15.11
114.830002	15.35
112.769997	15.09
112.739998	15.04
112.550003	14.99
114.769997	15.39
115.150002	15.25
114.269997	15.1
114.949997	15.08
114.389999	15.47
117.410004	16.299999
117.690002	16.33
117.959999	16.370001
118.190002	16.32
115.779999	15.71
114.43	15.61
115.879997	15.77
116.330002	15.73
115.139999	15.75
116.580002	15.78
112.110001	14.83
115.160004	15.87
115.379997	15.98
115.110001	15.78
115.389999	15.79
114.860001	15.6
113.68	15.48
115.050003	15.55
114.050003	15.5
114.470001	15.63
111.669998	14.97
111.5	15.03
112.040001	15.11
110.459999	14.92
112.970001	15.1
109.879997	14.82
109.790001	14.66
112.220001	15.36
112.150002	15.48
112.660004	15.5
