115.190002	15.82
116.410004	16.379999
118.099998	16.49
118.059998	16.42
118.349998	16.5
118.519997	16.5
119.339996	16.459999
120.019997	16.809999
119.800003	16.73
118.989998	16.58
119.220001	16.67
118.989998	16.709999
118.589996	16.68
118.519997	16.73
117.589996	16.639999
117.639999	16.620001
117.470001	16.68
116.360001	16.48
116.029999	16.6
114.610001	16.120001
116.739998	16.41
116.769997	16.48
116.209999	16.35
117.029999	16.780001
117.059998	16.9
117.389999	16.83
117.050003	16.99
117.599998	17.07
116.849998	17.08
117.089996	17.190001
117.779999	17.77
117.540001	17.77
118.830002	17.950001
118.639999	17.92
118.379997	17.889999
119.470001	17.959999
120.260002	18.24
120.870003	18.309999
120.730003	18.26
122.059998	18.42
121.480003	18.32
122.150002	18.43
121.650002	18.41
123.860001	18.709999
124	18.74
123.32	18.66
123.349998	18.629999
122.739998	18.6
123.190002	18.690001
122.879997	18.690001
124.220001	18.719999
124.68	18.700001
124.959999	18.870001
125.480003	18.860001
126.309998	19.1
126.199997	19.040001
125.989998	19.17
125.959999	19.23
126.190002	19.190001
126.18	19.17
125.669998	19.23
123.870003	19.049999
123.989998	19.4
124.379997	19.52
123.389999	19.58
124.830002	19.780001
125.199997	19.780001
125.580002	19.809999
125.790001	19.870001
124.349998	19.58
125.620003	20.08
125.739998	20.1
126.339996	20.1
126.129997	20.02
127.089996	20.290001
124.970001	19.91
124.529999	19.879999
125.720001	20.1
128.779999	20.57
128.539993	20.52
127.839996	20.27
127.07	20.209999
127.019997	20.17
127.160004	20.290001
127.699997	20.299999
127.699997	20.209999
128.039993	20.25
126.660004	20.17
126.730003	20.24
126.989998	20.190001
126.980003	20.08
126.849998	20.049999
126.5	20.030001
126.940002	19.92
122.669998	19.049999
122.279999	18.940001
122.419998	18.85
122.959999	18.92
122.639999	18.76
121.410004	18.459999
121.389999	18.459999
120.650002	18.32
120.610001	18.280001
120.660004	18.26
119.760002	18.059999
120.010002	18.1
119.699997	18.02
120.43	18.08
120.940002	18.299999
121.199997	18.280001
121.849998	18.360001
124.510002	18.66
124.669998	18.73
124.389999	18.639999
124.690002	18.65
124.580002	18.629999
124.5	18.610001
124.769997	18.74
125.809998	19
124.599998	18.77
124.940002	18.780001
124.099998	18.42
124.169998	18.440001
124.169998	18.57
125.980003	18.799999
126.220001	18.84
125.059998	18.690001
123.800003	18.35
124.220001	18.459999
124.860001	18.76
124.879997	18.85
125.43	18.940001
124.559998	18.92
123.760002	18.690001
123.779999	18.709999
124.239998	18.67
124.75	18.879999
125.540001	18.879999
125.489998	18.879999
127.849998	19.209999
126.93	19.190001
127.010002	19.27
126.32	19.110001
126.089996	19.23
124.910004	19.129999
125.57	19.16
123.919998	19.059999
124.32	19.190001
123.389999	19.059999
123.610001	19.040001
124.559998	19.059999
124.589996	19
125.410004	19.02
126.410004	19.219999
126.18	19.209999
128.470001	19.52
127.860001	19.52
128.089996	19.790001
130.619995	20.01
131.639999	20.33
133.100006	20.620001
132.210007	20.360001
131.759995	20.469999
129.860001	20.040001
129.130005	20.01
129.089996	20.08
130.169998	20.66
128.889999	20.360001
128.679993	20.370001
130.289993	20.620001
127.620003	20.35
128.199997	20.459999
128.110001	20.42
129.210007	21.02
128.990005	21.18
127.580002	20.969999
127.599998	21
126.269997	20.629999
127.400002	21.129999
127.150002	20.65
125.489998	19.74
124.43	19.43
124.360001	19.450001
122.919998	19.290001
122.169998	19.27
121.239998	19.17
121.290001	19.07
120.989998	18.75
121.32	18.610001
120.089996	18.450001
119.769997	18.49
122.470001	19.02
120.949997	18.85
120.959999	18.889999
122.290001	19.16
121.790001	19.26
119.190002	19.030001
119.699997	19.17
120.93	19.51
119.790001	19.35
119.660004	19.4
119.889999	19.42
121.019997	19.68
120.260002	19.379999
118.459999	18.84
118.120003	18.83
118.82	19.129999
119.5	19.42
119.290001	19.42
118	19.23
116.120003	18.709999
115.389999	18.85
117.120003	19.27
116.739998	19.02
116.099998	18.76
115.57	18.719999
115.940002	18.620001
114.82	18.49
117.610001	19.09
118.650002	19.139999
119.690002	19.219999
119.379997	18.950001
118.290001	18.809999
120.860001	19.549999
121.82	19.66
119.720001	19.120001
118.550003	18.76
118.300003	18.690001
119.959999	19
117.959999	18.42
117.580002	18.459999
120.699997	19.24
119.459999	18.959999
119.82	19.129999
120.459999	19.27
119.919998	19.129999
119.940002	19.24
120.120003	19.139999
122.949997	19.610001
122.900002	19.67
124.32	20
124.269997	20.049999
122.849998	19.780001
122.449997	20
123.870003	20.6
124.279999	20.690001
126.160004	20.83
127.199997	21
126.559998	20.9
126.809998	20.85
126.949997	21.08
127.739998	21.1
129.600006	21.879999
129.770004	21.690001
130.559998	21.68
130.460007	21.709999
129.899994	21.870001
128.690002	21.75
129.339996	21.870001
126.980003	21.41
126.849998	21.110001
127.419998	21.049999
123.540001	20.5
123.730003	20.559999
122.830002	20.5
122.599998	20.52
124.269997	20.83
126.110001	21.049999
127.400002	21.49
127.639999	21.530001
126.529999	20.93
127.18	20.92
127.059998	20.92
124.589996	20.41
128.179993	20.9
128.970001	20.959999
127.790001	20.92
128.789993	20.98
127.660004	20.889999
127.550003	20.780001
127.959999	21
131.75	22.200001
132.009995	22.309999
126.5	20.959999
126.449997	20.940001
127.82	21.42
127.669998	21.059999
131.699997	22.290001
131.740005	22.129999
133.910004	22.84
134.149994	22.969999
132.199997	22.379999
134.660004	22.690001
136.419998	23.389999
134.619995	22.6
135.869995	23
136.710007	23.43
136.75	23.59
135.449997	23.459999
134.899994	23.15
132.809998	22.27
132.070007	22.139999
132.449997	22.190001
132.009995	22.34
132.580002	22.34
131.690002	22.15
129	21.09
127.739998	20.709999
129.130005	20.620001
126.860001	19.76
126.860001	19.6
124.150002	18.83
123.970001	18.83
125.699997	19.01
126.360001	19.120001
126.610001	18.969999
127.959999	19.139999
128.119995	19.030001
128.470001	19.139999
128.779999	19.32
128.669998	19.5
127.480003	19.469999
129.710007	19.77
128.839996	19.77
125.110001	18.879999
124.010002	18.719999
123.32	18.66
124.889999	19.33
124.18	19.280001
124.129997	19.209999
124.239998	19.49
120.949997	18.48
120.620003	18.57
119.510002	18.42
118.089996	18.209999
120.739998	19.02
120.050003	18.68
121.129997	18.93
119.110001	18.969999
115.940002	17.889999
118.279999	17.889999
123.470001	18.91
123.93	18.969999
125.050003	19.389999
123.599998	18.969999
130.589996	20.6
132.130005	20.879999
133.770004	21.1
134.429993	21.33
133.740005	21.040001
134.25	21.02
133.25	20.91
133.940002	21.16
133.279999	20.860001
136.529999	21.93
135.520004	21.780001
135.229996	21.77
136.509995	21.98
133.919998	21.440001
136.699997	21.98
134.830002	21.709999
133.490005	21.530001
133.759995	21.610001
134.610001	21.879999
131.940002	21.51
132.880005	21.620001
135.119995	22.280001
131.070007	21.4
134.089996	21.950001
134.630005	21.76
137.809998	22.57
138.429993	22.83
139.600006	22.98
140.809998	22.889999
142.460007	23.120001
140.380005	23.1
142.149994	23.18
142.089996	23.290001
141.919998	23.02
141.110001	22.860001
142.770004	23.459999
142.300003	23.540001
140.910004	23.1
141.630005	23.49
138.369995	22.42
136.880005	22.18
137.899994	22.620001
135.470001	22.4
134.300003	22.4
132.869995	22.440001
132.800003	22.67
131.309998	22.09
143.949997	25.280001
151.050003	26.700001
150.75	26.68
153.339996	27.030001
152.160004	26.32
152.809998	26.389999
150.289993	25.99
150.729996	26.09
152.429993	26.35
154.669998	27.09
154.449997	27.42
155.360001	27.73
154.720001	27.75
155.240005	27.84
155.550003	27.75
156.25	28.18
155.369995	27.809999
156.080002	27.93
155.380005	27.950001
154	27.799999
153.679993	27.799999
153.660004	27.940001
154.190002	28.200001
152.990005	28.02
152.710007	28.01
152.690002	27.91
153.229996	28.1
152.380005	27.75
152.300003	27.6
152.440002	27.620001
153	27.540001
154.570007	28.01
156.220001	28.41
154.339996	28.07
152.970001	27.83
